date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
12/17,2317,中國信託,6160,284,34,250,0.58,7,buy
12/17,2317,美商高盛,1480,3541,4326,-785,1.82,7,sell
12/17,2317,元大證券,9800,1415,1168,247,0.57,8,buy
12/17,2317,宏遠證券,1260,57,594,-537,1.24,8,sell
12/17,2317,富邦-虎尾,9697,219,2,217,0.5,9,buy
12/17,2317,凱基-台北,9268,1227,1707,-480,1.11,9,sell
12/17,2317,國泰證券,8880,217,5,212,0.49,10,buy
12/17,2317,港商野村,1560,132,459,-327,0.76,10,sell
12/17,2317,永豐金-匯立,0039004100380031,214,23,191,0.44,11,buy
12/17,2317,港商麥格理,1360,211,441,-230,0.53,11,sell
12/17,2317,元大-土城,9897,193,5,188,0.44,12,buy
12/17,2317,群益金鼎-大安,0039003100380065,0,201,-201,0.47,12,sell
12/17,2317,凱基-三重,9205,189,3,186,0.43,13,buy
12/17,2317,華南永昌-南京,9326,29,184,-155,0.36,13,sell
12/17,2317,富邦-建國,9658,199,37,162,0.38,14,buy
12/17,2317,元大-忠孝,9871,55,210,-155,0.36,14,sell
12/17,2317,元富,5920,180,29,151,0.35,15,buy
12/17,2317,法銀巴黎,8900,462,549,-87,0.2,15,sell
12/17,2454,港商麥格理,1360,1380,15,1365,15.08,1,buy
12/17,2454,美林,1440,72,451,-379,4.19,1,sell
12/17,2454,元大證券,9800,495,172,323,3.57,2,buy
12/17,2454,台灣摩根士丹利,1470,251,577,-326,3.6,2,sell
12/17,2454,摩根大通,8440,1151,863,288,3.18,3,buy
12/17,2454,美商高盛,1480,297,562,-265,2.93,3,sell
12/17,2454,統一,5850,253,15,238,2.63,4,buy
12/17,2454,新加坡商瑞銀,1650,485,727,-242,2.67,4,sell
12/17,2454,華南永昌,9300,233,6,227,2.51,5,buy
12/17,2454,花旗環球,1590,42,266,-224,2.48,5,sell
12/17,2454,元富,5920,148,15,133,1.47,6,buy
12/17,2454,富邦-仁愛,9676,13,190,-177,1.96,6,sell
12/17,2454,國泰證券,8880,124,18,106,1.17,7,buy
12/17,2454,凱基-台北,9268,352,503,-151,1.67,7,sell
12/17,2454,合庫-高雄,1023,78,4,74,0.82,8,buy
12/17,2454,凱基,9200,100,222,-122,1.35,8,sell
12/17,2454,大和國泰,8890,58,2,56,0.62,9,buy
12/17,2454,富邦證券,9600,391,477,-86,0.95,9,sell
12/17,2454,康和,8450,46,1,45,0.5,10,buy
12/17,2454,永豐金證券,0039004100300030,168,252,-84,0.93,10,sell
12/17,2454,(牛牛牛)亞證券,6010,38,0,38,0.42,11,buy
12/17,2454,富邦-中壢,9636,0,68,-68,0.75,11,sell
12/17,2454,元大-忠孝鼎富,0039003800320046,37,0,37,0.41,12,buy
12/17,2454,港商野村,1560,17,73,-56,0.62,12,sell
12/17,2454,(牛牛牛)亞-鑫豐,0036003000310064,39,8,31,0.34,13,buy
12/17,2454,群益金鼎-大安,0039003100380065,1,50,-49,0.54,13,sell
12/17,2454,兆豐-南門,0037003000300067,26,0,26,0.29,14,buy
12/17,2454,香港上海匯豐,8960,33,67,-34,0.38,14,sell
12/17,2454,永豐金-桃盛,003900410039004e,25,2,23,0.25,15,buy
12/17,2454,國泰-敦南,8888,53,85,-32,0.35,15,sell
12/17,2308,國泰證券,8880,988,60,928,6.76,1,buy
12/17,2308,新加坡商瑞銀,1650,434,2519,-2085,15.19,1,sell
12/17,2308,凱基-台北,9268,761,248,513,3.74,2,buy
12/17,2308,台灣摩根士丹利,1470,608,2102,-1494,10.88,2,sell
12/17,2308,永豐金-匯立,0039004100380031,435,43,392,2.86,3,buy
12/17,2308,摩根大通,8440,469,1631,-1162,8.47,3,sell
12/17,2308,凱基,9200,378,5,373,2.72,4,buy
12/17,2308,富邦證券,9600,64,654,-590,4.3,4,sell
12/17,2308,國泰-敦南,8888,212,58,154,1.12,5,buy
12/17,2308,美商高盛,1480,1187,1537,-350,2.55,5,sell
12/17,2308,大和國泰,8890,150,4,146,1.06,6,buy
12/17,2308,花旗環球,1590,263,580,-317,2.31,6,sell
12/17,2308,港商麥格理,1360,151,10,141,1.03,7,buy
12/17,2308,香港上海匯豐,8960,127,407,-280,2.04,7,sell
12/17,2308,永豐金證券,0039004100300030,230,93,137,1.0,8,buy
12/17,2308,元大證券,9800,853,1036,-183,1.33,8,sell
12/17,2308,美林,1440,351,219,132,0.96,9,buy
12/17,2308,元富,5920,20,184,-164,1.19,9,sell
12/17,2308,國票-敦北法人,0037003700390063,93,0,93,0.68,10,buy
12/17,2308,港商野村,1560,128,209,-81,0.59,10,sell
12/17,2308,華南永昌,9300,72,8,64,0.47,11,buy
12/17,2308,玉山-雙和,8841,7,52,-45,0.33,11,sell
12/17,2308,永豐金-敦南,0039004100380046,65,2,63,0.46,12,buy
12/17,2308,兆豐證券,7000,5,37,-32,0.23,12,sell
12/17,2308,第一金-中山,5389,56,2,54,0.39,13,buy
12/17,2308,群益金鼎-大安,0039003100380065,2,22,-20,0.15,13,sell
12/17,2308,新光,8560,82,33,49,0.36,14,buy
12/17,2308,群益金鼎-台中,9184,3,22,-19,0.14,14,sell
12/17,2308,台新證券,8150,76,31,45,0.33,15,buy
12/17,2308,中國信託,6160,49,66,-17,0.12,15,sell
12/17,2382,國泰-敦南,8888,956,106,850,1.67,1,buy
12/17,2382,台灣摩根士丹利,1470,451,11068,-10617,20.85,1,sell
12/17,2382,中國信託,6160,757,19,738,1.45,2,buy
12/17,2382,美商高盛,1480,486,10919,-10433,20.49,2,sell
12/17,2382,臺銀,1040,421,0,421,0.83,3,buy
12/17,2382,摩根大通,8440,492,9856,-9364,18.39,3,sell
12/17,2382,台新證券,8150,430,29,401,0.79,4,buy
12/17,2382,新加坡商瑞銀,1650,1651,5881,-4230,8.31,4,sell
12/17,2382,港商野村,1560,808,408,400,0.79,5,buy
12/17,2382,美林,1440,347,2104,-1757,3.45,5,sell
12/17,2382,永豐金-匯立,0039004100380031,385,6,379,0.74,6,buy
12/17,2382,元富,5920,122,413,-291,0.57,6,sell
12/17,2382,新光,8560,619,282,337,0.66,7,buy
12/17,2382,香港上海匯豐,8960,50,303,-253,0.5,7,sell
12/17,2382,台新-高雄,0038003100350041,333,9,324,0.64,8,buy
12/17,2382,富邦證券,9600,104,351,-247,0.49,8,sell
12/17,2382,元大證券,9800,2087,1772,315,0.62,9,buy
12/17,2382,花旗環球,1590,97,338,-241,0.47,9,sell
12/17,2382,富邦-新板,0039003600310048,319,4,315,0.62,10,buy
12/17,2382,凱基-台北,9268,2446,2616,-170,0.33,10,sell
12/17,2382,國泰證券,8880,291,0,291,0.57,11,buy
12/17,2382,兆豐-南門,0037003000300067,14,173,-159,0.31,11,sell
12/17,2382,群益金鼎,9100,355,82,273,0.54,12,buy
12/17,2382,凱基-中山,9229,66,218,-152,0.3,12,sell
12/17,2382,富邦-仁愛,9676,330,63,267,0.52,13,buy
12/17,2382,兆豐-三民,0037003000300068,24,155,-131,0.26,13,sell
12/17,2382,國泰-台中,8882,267,21,246,0.48,14,buy
12/17,2382,群益金鼎-古亭,0039003100380043,78,173,-95,0.19,14,sell
12/17,2382,永豐金證券,0039004100300030,426,184,242,0.48,15,buy
12/17,2382,凱基,9200,31,101,-70,0.14,15,sell
12/17,2891,台灣摩根士丹利,1470,14588,2114,12474,9.89,1,buy
12/17,2891,元大證券,9800,3370,26529,-23159,18.37,1,sell
12/17,2891,港商野村,1560,11833,327,11506,9.13,2,buy
12/17,2891,花旗環球,1590,317,5029,-4712,3.74,2,sell
12/17,2891,國泰證券,8880,8739,31,8708,6.91,3,buy
12/17,2891,新加坡商瑞銀,1650,8586,12549,-3963,3.14,3,sell
12/17,2891,摩根大通,8440,14377,6086,8291,6.58,4,buy
12/17,2891,永豐金證券,0039004100300030,117,3636,-3519,2.79,4,sell
12/17,2891,美林,1440,11529,6359,5170,4.1,5,buy
12/17,2891,元富,5920,1417,3852,-2435,1.93,5,sell
12/17,2891,富邦證券,9600,9446,5179,4267,3.38,6,buy
12/17,2891,玉山證券,8840,28,1684,-1656,1.31,6,sell
12/17,2891,美商高盛,1480,16522,13081,3441,2.73,7,buy
12/17,2891,台新證券,8150,163,823,-660,0.52,7,sell
12/17,2891,凱基-台北,9268,10293,7334,2959,2.35,8,buy
12/17,2891,永豐金-萬盛,0039004100390032,24,552,-528,0.42,8,sell
12/17,2891,統一,5850,1692,106,1586,1.26,9,buy
12/17,2891,中國信託,6160,1399,1924,-525,0.42,9,sell
12/17,2891,臺銀,1040,857,101,756,0.6,10,buy
12/17,2891,國泰-敦南,8888,166,645,-479,0.38,10,sell
12/17,2891,群益金鼎,9100,685,232,453,0.36,11,buy
12/17,2891,國泰-板橋,003800380038004b,191,601,-410,0.33,11,sell
12/17,2891,香港上海匯豐,8960,443,0,443,0.35,12,buy
12/17,2891,元大-三重,0039003800380043,201,546,-345,0.27,12,sell
12/17,2891,元大-中和,0039003800390065,361,68,293,0.23,13,buy
12/17,2891,兆豐證券,7000,4,274,-270,0.21,13,sell
12/17,2891,永豐金-匯立,0039004100380031,275,31,244,0.19,14,buy
12/17,2891,凱基-桃園,9208,10,278,-268,0.21,14,sell
12/17,2891,國票證券,7790,216,68,148,0.12,15,buy
12/17,2891,凱基-鳳山,9274,4,272,-268,0.21,15,sell
12/17,2881,台灣摩根士丹利,1470,8020,1308,6712,19.89,1,buy
12/17,2881,富邦證券,9600,7,5704,-5697,16.88,1,sell
12/17,2881,凱基-台北,9268,5875,2288,3587,10.63,2,buy
12/17,2881,花旗環球,1590,229,1747,-1518,4.5,2,sell
12/17,2881,新加坡商瑞銀,1650,2455,1260,1195,3.54,3,buy
12/17,2881,元大證券,9800,1073,1895,-822,2.44,3,sell
12/17,2881,永豐金-匯立,0039004100380031,742,2,740,2.19,4,buy
12/17,2881,元富,5920,402,1017,-615,1.82,4,sell
12/17,2881,美林,1440,2187,1561,626,1.86,5,buy
12/17,2881,永豐金證券,0039004100300030,294,796,-502,1.49,5,sell
12/17,2881,第一金,5380,602,7,595,1.76,6,buy
12/17,2881,中國信託,6160,8,380,-372,1.1,6,sell
12/17,2881,國泰證券,8880,447,2,445,1.32,7,buy
12/17,2881,華南永昌,9300,15,331,-316,0.94,7,sell
12/17,2881,美商高盛,1480,4185,3806,379,1.12,8,buy
12/17,2881,元大-新生,0039003800310058,1,311,-310,0.92,8,sell
12/17,2881,兆豐-三民,0037003000300068,300,0,300,0.89,9,buy
12/17,2881,國票-長城,0037003700390075,0,209,-209,0.62,9,sell
12/17,2881,港商野村,1560,295,40,255,0.76,10,buy
12/17,2881,國泰-高雄,8881,6,214,-208,0.62,10,sell
12/17,2881,摩根大通,8440,1904,1708,196,0.58,11,buy
12/17,2881,富邦-陽明,9604,6,185,-179,0.53,11,sell
12/17,2881,富邦-建國,9658,230,57,173,0.51,12,buy
12/17,2881,元大-斗六,0039003800300043,2,163,-161,0.48,12,sell
12/17,2881,大昌-安康,6462,104,3,101,0.3,13,buy
12/17,2881,國泰-館前,0038003800380041,31,176,-145,0.43,13,sell
12/17,2881,華南永昌-小港,9323,100,0,100,0.3,14,buy
12/17,2881,台新-新莊,8152,11,130,-119,0.35,14,sell
12/17,2881,法銀巴黎,8900,99,0,99,0.29,15,buy
12/17,2881,國泰-敦南,8888,57,168,-111,0.33,15,sell
12/17,2882,美林,1440,10177,669,9508,12.31,1,buy
12/17,2882,富邦證券,9600,6535,18263,-11728,15.18,1,sell
12/17,2882,美商高盛,1480,9660,2309,7351,9.52,2,buy
12/17,2882,花旗環球,1590,452,1642,-1190,1.54,2,sell
12/17,2882,台灣摩根士丹利,1470,9994,2829,7165,9.27,3,buy
12/17,2882,中國信託,6160,88,1058,-970,1.26,3,sell
12/17,2882,群益金鼎,9100,4256,387,3869,5.01,4,buy
12/17,2882,國票-敦北法人,0037003700390063,12,639,-627,0.81,4,sell
12/17,2882,元大證券,9800,6300,2604,3696,4.78,5,buy
12/17,2882,永豐金證券,0039004100300030,836,1440,-604,0.78,5,sell
12/17,2882,摩根大通,8440,4292,1287,3005,3.89,6,buy
12/17,2882,國泰-敦南,8888,65,636,-571,0.74,6,sell
12/17,2882,港商麥格理,1360,2884,0,2884,3.73,7,buy
12/17,2882,元富-城東,0035003900320072,23,517,-494,0.64,7,sell
12/17,2882,凱基-台北,9268,5766,3296,2470,3.2,8,buy
12/17,2882,富邦-陽明,9604,14,433,-419,0.54,8,sell
12/17,2882,統一,5850,1328,215,1113,1.44,9,buy
12/17,2882,凱基-站前,0039003200300046,125,534,-409,0.53,9,sell
12/17,2882,國泰證券,8880,522,29,493,0.64,10,buy
12/17,2882,國泰-館前,0038003800380041,21,414,-393,0.51,10,sell
12/17,2882,亞東-板橋,2181,413,6,407,0.53,11,buy
12/17,2882,康和-永和,0038003400350042,0,344,-344,0.45,11,sell
12/17,2882,第一金-高雄,5383,302,14,288,0.37,12,buy
12/17,2882,元富-虎尾,003500390032004e,14,342,-328,0.42,12,sell
12/17,2882,群益金鼎-大甲,0039003100380067,300,22,278,0.36,13,buy
12/17,2882,臺銀-高雄,0031003000340043,4,325,-321,0.42,13,sell
12/17,2882,永豐金-敦北,0039004100380039,602,415,187,0.24,14,buy
12/17,2882,富邦-宜蘭,9686,38,344,-306,0.4,14,sell
12/17,2882,中國信託-忠孝,6162,301,123,178,0.23,15,buy
12/17,2882,凱基-桃園,9208,0,299,-299,0.39,15,sell
12/17,2303,台灣摩根士丹利,1470,23427,1459,21968,18.03,1,buy
12/17,2303,群益金鼎,9100,653,14435,-13782,11.31,1,sell
12/17,2303,摩根大通,8440,15677,1458,14219,11.67,2,buy
12/17,2303,新加坡商瑞銀,1650,7327,10181,-2854,2.34,2,sell
12/17,2303,美林,1440,13871,1297,12574,10.32,3,buy
12/17,2303,元大-北投,0039003800390041,11,1781,-1770,1.45,3,sell
12/17,2303,元大證券,9800,10571,3192,7379,6.06,4,buy
12/17,2303,凱基,9200,157,1828,-1671,1.37,4,sell
12/17,2303,凱基-台北,9268,9477,5953,3524,2.89,5,buy
12/17,2303,玉山證券,8840,194,1720,-1526,1.25,5,sell
12/17,2303,港商野村,1560,2311,178,2133,1.75,6,buy
12/17,2303,富邦證券,9600,522,1989,-1467,1.2,6,sell
12/17,2303,美商高盛,1480,9647,7850,1797,1.47,7,buy
12/17,2303,國泰證券,8880,423,1838,-1415,1.16,7,sell
12/17,2303,港商麥格理,1360,1582,0,1582,1.3,8,buy
12/17,2303,統一,5850,932,2285,-1353,1.11,8,sell
12/17,2303,香港上海匯豐,8960,1517,0,1517,1.24,9,buy
12/17,2303,永豐金證券,0039004100300030,2146,3278,-1132,0.93,9,sell
12/17,2303,國票-敦北法人,0037003700390063,782,38,744,0.61,10,buy
12/17,2303,花旗環球,1590,236,1365,-1129,0.93,10,sell
12/17,2303,兆豐-忠孝,0037003000300061,707,49,658,0.54,11,buy
12/17,2303,元大-內湖,003900380039004e,71,1022,-951,0.78,11,sell
12/17,2303,兆豐-寶成,0037003000300072,632,65,567,0.47,12,buy
12/17,2303,元大-四維,9831,5,826,-821,0.67,12,sell
12/17,2303,中國信託-高雄,003600310036004b,568,108,460,0.38,13,buy
12/17,2303,中國信託,6160,52,837,-785,0.64,13,sell
12/17,2303,群益金鼎-瑞豐,0039003100380075,641,396,245,0.2,14,buy
12/17,2303,元富,5920,138,848,-710,0.58,14,sell
12/17,2303,富邦-彰化,0039003600350055,274,104,170,0.14,15,buy
12/17,2303,玉山-新莊,8842,91,787,-696,0.57,15,sell
12/17,3711,凱基,9200,3114,5,3109,21.79,1,buy
12/17,3711,新加坡商瑞銀,1650,564,3393,-2829,19.83,1,sell
12/17,3711,元大證券,9800,1358,454,904,6.34,2,buy
12/17,3711,美商高盛,1480,927,1995,-1068,7.49,2,sell
12/17,3711,凱基-台北,9268,1062,692,370,2.59,3,buy
12/17,3711,永豐金證券,0039004100300030,195,1237,-1042,7.3,3,sell
12/17,3711,花旗環球,1590,687,418,269,1.89,4,buy
12/17,3711,美林,1440,237,827,-590,4.14,4,sell
12/17,3711,台灣摩根士丹利,1470,833,565,268,1.88,5,buy
12/17,3711,康和,8450,3,292,-289,2.03,5,sell
12/17,3711,摩根大通,8440,1118,874,244,1.71,6,buy
12/17,3711,富邦證券,9600,317,552,-235,1.65,6,sell
12/17,3711,華南永昌,9300,207,3,204,1.43,7,buy
12/17,3711,香港上海匯豐,8960,54,218,-164,1.15,7,sell
12/17,3711,台新證券,8150,81,25,56,0.39,8,buy
12/17,3711,陽信-台南,8714,0,150,-150,1.05,8,sell
12/17,3711,國泰-台中,8882,58,11,47,0.33,9,buy
12/17,3711,兆豐-內湖,0037003000300071,1,150,-149,1.04,9,sell
12/17,3711,元大-彰化民生,003900380039004a,41,0,41,0.29,10,buy
12/17,3711,大和國泰,8890,0,119,-119,0.83,10,sell
12/17,3711,元大-雙和,9874,41,0,41,0.29,11,buy
12/17,3711,中國信託,6160,12,88,-76,0.53,11,sell
12/17,3711,法銀巴黎,8900,39,0,39,0.27,12,buy
12/17,3711,永豐金-匯立,0039004100380031,0,65,-65,0.46,12,sell
12/17,3711,永豐金-中正,0039004100390055,38,0,38,0.27,13,buy
12/17,3711,中國信託-高雄,003600310036004b,4,58,-54,0.38,13,sell
12/17,3711,光和-和美,6383,36,0,36,0.25,14,buy
12/17,3711,國票-天祥,0037003700390056,4,41,-37,0.26,14,sell
12/17,3711,合庫-高雄,1023,33,0,33,0.23,15,buy
12/17,3711,國泰-松江,8883,14,47,-33,0.23,15,sell
12/17,2603,美林,1440,1608,146,1462,24.74,1,buy
12/17,2603,花旗環球,1590,16,268,-252,4.26,1,sell
12/17,2603,台灣摩根士丹利,1470,560,7,553,9.36,2,buy
12/17,2603,元大證券,9800,120,332,-212,3.59,2,sell
12/17,2603,凱基-台北,9268,365,59,306,5.18,3,buy
12/17,2603,富邦證券,9600,49,251,-202,3.42,3,sell
12/17,2603,新加坡商瑞銀,1650,490,288,202,3.42,4,buy
12/17,2603,永豐金證券,0039004100300030,35,209,-174,2.94,4,sell
12/17,2603,美商高盛,1480,202,74,128,2.17,5,buy
12/17,2603,中國信託,6160,2,175,-173,2.93,5,sell
12/17,2603,國泰證券,8880,93,4,89,1.51,6,buy
12/17,2603,摩根大通,8440,571,675,-104,1.76,6,sell
12/17,2603,華南永昌-林口,9317,38,6,32,0.54,7,buy
12/17,2603,群益金鼎-敦南,9101,1,102,-101,1.71,7,sell
12/17,2603,光和-高雄,0036003300380044,30,0,30,0.51,8,buy
12/17,2603,美好-富順,003500320036004b,2,103,-101,1.71,8,sell
12/17,2603,群益金鼎-民權,9131,22,0,22,0.37,9,buy
12/17,2603,凱基-豐中,9223,1,57,-56,0.95,9,sell
12/17,2603,港商麥格理,1360,22,0,22,0.37,10,buy
12/17,2603,富邦-竹科,0039003600320043,3,55,-52,0.88,10,sell
12/17,2603,群益金鼎-鳳山,0039003100380063,20,0,20,0.34,11,buy
12/17,2603,元大-新盛,9869,2,50,-48,0.81,11,sell
12/17,2603,凱基-台南,9211,20,3,17,0.29,12,buy
12/17,2603,台灣企銀-岡山,1119,1,48,-47,0.8,12,sell
12/17,2603,玉山證券,8840,20,4,16,0.27,13,buy
12/17,2603,新光,8560,25,69,-44,0.74,13,sell
12/17,2603,華南永昌-內壢,9337,20,5,15,0.25,14,buy
12/17,2603,群益金鼎-瑞豐,0039003100380075,0,41,-41,0.69,14,sell
12/17,2603,元大-南投,0039003800310044,20,5,15,0.25,15,buy
12/17,2603,華南永昌-大安,9307,0,40,-40,0.68,15,sell
12/17,2609,美商高盛,1480,3399,1239,2160,12.98,1,buy
12/17,2609,凱基,9200,15,1550,-1535,9.22,1,sell
12/17,2609,台灣摩根士丹利,1470,1665,10,1655,9.94,2,buy
12/17,2609,花旗環球,1590,451,1747,-1296,7.79,2,sell
12/17,2609,富邦證券,9600,1437,77,1360,8.17,3,buy
12/17,2609,新加坡商瑞銀,1650,889,2006,-1117,6.71,3,sell
12/17,2609,凱基-台北,9268,1237,770,467,2.81,4,buy
12/17,2609,美林,1440,551,955,-404,2.43,4,sell
12/17,2609,元大證券,9800,674,400,274,1.65,5,buy
12/17,2609,港商野村,1560,54,328,-274,1.65,5,sell
12/17,2609,群益金鼎,9100,116,0,116,0.7,6,buy
12/17,2609,群益金鼎-敦南,9101,41,241,-200,1.2,6,sell
12/17,2609,摩根大通,8440,1016,905,111,0.67,7,buy
12/17,2609,香港上海匯豐,8960,0,174,-174,1.05,7,sell
12/17,2609,統一,5850,119,8,111,0.67,8,buy
12/17,2609,中國信託,6160,5,131,-126,0.76,8,sell
12/17,2609,台新-建北,8151,101,6,95,0.57,9,buy
12/17,2609,台新證券,8150,28,112,-84,0.5,9,sell
12/17,2609,凱基-中港,9202,101,30,71,0.43,10,buy
12/17,2609,元富-新興,003500390032006f,0,78,-78,0.47,10,sell
12/17,2609,富邦-和美,0039003600310050,79,11,68,0.41,11,buy
12/17,2609,台灣企銀-岡山,1119,0,54,-54,0.32,11,sell
12/17,2609,亞東,2180,60,0,60,0.36,12,buy
12/17,2609,華南永昌-淡水,9316,1,52,-51,0.31,12,sell
12/17,2609,港商麥格理,1360,50,0,50,0.3,13,buy
12/17,2609,元大-福營,0039003800310046,3,46,-43,0.26,13,sell
12/17,2609,元富-大裕,003500390032006c,54,5,49,0.29,14,buy
12/17,2609,合庫證券,1020,18,60,-42,0.25,14,sell
12/17,2609,中國信託-高雄,003600310036004b,55,14,41,0.25,15,buy
12/17,2609,元大-大里德芳,0039003800330057,0,40,-40,0.24,15,sell
12/17,2615,永豐金-苓雅,0039004100390061,528,3,525,6.64,1,buy
12/17,2615,台灣摩根士丹利,1470,33,2745,-2712,34.31,1,sell
12/17,2615,元大-四維,9831,438,1,437,5.53,2,buy
12/17,2615,凱基,9200,62,252,-190,2.4,2,sell
12/17,2615,凱基-台北,9268,641,221,420,5.31,3,buy
12/17,2615,元大-復北,9872,0,187,-187,2.37,3,sell
12/17,2615,中國信託,6160,204,13,191,2.42,4,buy
12/17,2615,摩根大通,8440,90,274,-184,2.33,4,sell
12/17,2615,美林,1440,799,612,187,2.37,5,buy
12/17,2615,元大證券,9800,382,529,-147,1.86,5,sell
12/17,2615,富邦-七賢,003900360031004b,188,2,186,2.35,6,buy
12/17,2615,國泰證券,8880,1,103,-102,1.29,6,sell
12/17,2615,康和-仁愛,0038003400350046,98,5,93,1.18,7,buy
12/17,2615,群益金鼎-敦南,9101,0,100,-100,1.27,7,sell
12/17,2615,國泰-館前,0038003800380041,81,11,70,0.89,8,buy
12/17,2615,花旗環球,1590,99,182,-83,1.05,8,sell
12/17,2615,統一,5850,126,57,69,0.87,9,buy
12/17,2615,群益金鼎,9100,6,62,-56,0.71,9,sell
12/17,2615,富邦-台北,9623,73,6,67,0.85,10,buy
12/17,2615,台新證券,8150,90,144,-54,0.68,10,sell
12/17,2615,元富,5920,60,2,58,0.73,11,buy
12/17,2615,美商高盛,1480,446,486,-40,0.51,11,sell
12/17,2615,臺銀-高雄,0031003000340043,59,2,57,0.72,12,buy
12/17,2615,永豐金-忠孝,0039004100390044,1,34,-33,0.42,12,sell
12/17,2615,新加坡商瑞銀,1650,78,22,56,0.71,13,buy
12/17,2615,華南永昌-楠梓,9332,5,38,-33,0.42,13,sell
12/17,2615,港商野村,1560,52,0,52,0.66,14,buy
12/17,2615,法銀巴黎,8900,4,36,-32,0.4,14,sell
12/17,2615,康和,8450,50,0,50,0.63,15,buy
12/17,2615,群益金鼎-海山,9108,0,28,-28,0.35,15,sell
12/17,2618,台灣摩根士丹利,1470,3122,162,2960,15.61,1,buy
12/17,2618,富邦證券,9600,20,1187,-1167,6.15,1,sell
12/17,2618,凱基-台北,9268,3087,685,2402,12.67,2,buy
12/17,2618,新加坡商瑞銀,1650,1048,1836,-788,4.16,2,sell
12/17,2618,摩根大通,8440,1644,649,995,5.25,3,buy
12/17,2618,花旗環球,1590,215,860,-645,3.4,3,sell
12/17,2618,凱基-站前,0039003200300046,641,8,633,3.34,4,buy
12/17,2618,港商麥格理,1360,12,653,-641,3.38,4,sell
12/17,2618,港商野村,1560,631,0,631,3.33,5,buy
12/17,2618,富邦-新店,9661,2,551,-549,2.9,5,sell
12/17,2618,美林,1440,677,289,388,2.05,6,buy
12/17,2618,大昌-安康,6462,105,600,-495,2.61,6,sell
12/17,2618,美商高盛,1480,2274,1928,346,1.82,7,buy
12/17,2618,中國信託,6160,48,299,-251,1.32,7,sell
12/17,2618,法銀巴黎,8900,293,0,293,1.55,8,buy
12/17,2618,國票-南京,003700370039006e,0,220,-220,1.16,8,sell
12/17,2618,兆豐-三民,0037003000300068,106,1,105,0.55,9,buy
12/17,2618,兆豐-三重,7008,0,201,-201,1.06,9,sell
12/17,2618,凱基-湖口,003900320030004e,113,20,93,0.49,10,buy
12/17,2618,台新證券,8150,31,226,-195,1.03,10,sell
12/17,2618,新光-台南,8564,100,11,89,0.47,11,buy
